date,platform,order_id,sku,product,qty,price,discount,marketplace_fee,packing_cost,ad_cost_allocated,hpp,gross_revenue,net_revenue,net_profit,net_margin,order_status
2026-05-20,TikTok Shop,ORD-1176,OCN-30,Ocean Blue 30ml,1,79000,5196,6250,1500,9347,25500,79000,67554,31207,0.3950253164556962,completed
2026-05-20,Shopee,ORD-1177,SAV-50,Sauvage Night 50ml,2,129000,8425,15104,4000,32795,42000,258000,234471,113676,0.4406046511627907,completed
2026-05-20,Shopee,ORD-1178,MSK-30,Musk White 30ml,1,85000,8938,5709,2000,5068,28000,85000,70353,35285,0.41511764705882354,completed
2026-05-20,Shopee,ORD-1179,RGE-35,Rouge 540 35ml,1,99000,9587,7741,2000,9113,32000,99000,81672,38559,0.3894848484848485,completed
2026-05-20,Shopee,ORD-1180,VNL-30,Vanilla Sweet 30ml,1,75000,5553,6867,1200,4664,24500,75000,62580,32216,0.4295466666666667,completed
2026-05-20,Shopee,ORD-1181,RGE-35,Rouge 540 35ml,1,99000,8038,8106,1500,4562,32000,99000,82856,44794,0.45246464646464646,completed
2026-05-20,TikTok Shop,ORD-1182,RGE-35,Rouge 540 35ml,1,99000,8576,5971,2000,10279,32000,99000,84453,40174,0.4057979797979798,completed
2026-05-20,TikTok Shop,ORD-1183,OCN-30,Ocean Blue 30ml,1,79000,4515,6582,2000,9954,25500,79000,67903,30449,0.3854303797468354,completed
2026-05-20,Shopee,ORD-1184,RGE-35,Rouge 540 35ml,1,99000,7097,5922,2000,8776,32000,99000,85981,43205,0.4364141414141414,shipped
2026-05-20,Shopee,ORD-1185,RGE-35,Rouge 540 35ml,1,99000,3175,8525,2000,8161,32000,99000,87300,45139,0.45594949494949494,completed
2026-05-20,Tokopedia,ORD-1186,OCN-30,Ocean Blue 30ml,2,79000,16037,13864,2400,8042,25500,158000,128099,66657,0.42187974683544305,completed
2026-05-20,Shopee,ORD-1187,MSK-30,Musk White 30ml,1,85000,3568,4746,1200,6889,28000,85000,76686,40597,0.47761176470588235,completed
2026-05-20,Tokopedia,ORD-1188,RGE-35,Rouge 540 35ml,1,99000,8268,5512,1200,12860,32000,99000,85220,39160,0.39555555555555555,completed
2026-05-20,TikTok Shop,ORD-1189,MSK-30,Musk White 30ml,3,85000,17754,23079,6000,9533,28000,255000,214167,114634,0.44954509803921566,completed
2026-05-20,TikTok Shop,ORD-1190,SAV-50,Sauvage Night 50ml,1,129000,7789,9922,1500,15693,42000,129000,111289,52096,0.40384496124031005,completed
2026-05-20,Tokopedia,ORD-1191,VNL-30,Vanilla Sweet 30ml,2,75000,5719,8736,4000,10477,24500,150000,135545,72068,0.48045333333333334,completed
2026-05-20,TikTok Shop,ORD-1192,MSK-30,Musk White 30ml,1,85000,8299,6558,1200,10915,28000,85000,70143,30028,0.3532705882352941,completed
2026-05-20,Shopee,ORD-1193,OCN-30,Ocean Blue 30ml,1,79000,6069,4917,1200,3287,25500,79000,68014,38027,0.48135443037974684,completed
2026-05-20,Shopee,ORD-1194,OCN-30,Ocean Blue 30ml,1,79000,3337,5222,1200,8520,25500,79000,70441,35221,0.4458354430379747,completed
2026-05-20,TikTok Shop,ORD-1195,MSK-30,Musk White 30ml,1,85000,10008,5152,2000,10843,28000,85000,69840,28997,0.3411411764705882,shipped
2026-05-20,Shopee,ORD-1196,OCN-30,Ocean Blue 30ml,2,79000,8720,12389,2400,10066,25500,158000,136891,73425,0.4647151898734177,completed
2026-05-20,Tokopedia,ORD-1197,VNL-30,Vanilla Sweet 30ml,1,75000,4124,5149,1200,5909,24500,75000,65727,34118,0.4549066666666667,completed
2026-05-20,Shopee,ORD-1198,SAV-50,Sauvage Night 50ml,1,129000,4381,8994,1200,16611,42000,129000,115625,55814,0.43266666666666664,completed
2026-05-20,TikTok Shop,ORD-1199,MSK-30,Musk White 30ml,1,85000,8739,5386,1200,3412,28000,85000,70875,38263,0.4501529411764706,completed
2026-05-20,Shopee,ORD-1200,MSK-30,Musk White 30ml,1,85000,10114,6629,1200,5040,28000,85000,68257,34017,0.4002,completed
2026-05-20,Tokopedia,ORD-1201,OCN-30,Ocean Blue 30ml,1,79000,4405,4433,2000,6667,25500,79000,70162,35995,0.4556329113924051,completed
2026-05-20,Tokopedia,ORD-1202,MSK-30,Musk White 30ml,1,85000,4053,5895,2000,10298,28000,85000,75052,34754,0.4088705882352941,completed
2026-05-20,Shopee,ORD-1203,RGE-35,Rouge 540 35ml,1,99000,8608,6178,1500,7494,32000,99000,84214,43220,0.43656565656565655,completed
2026-05-20,Tokopedia,ORD-1204,OCN-30,Ocean Blue 30ml,2,79000,14807,10862,4000,12916,25500,158000,132331,64415,0.4076898734177215,completed
2026-05-20,Shopee,ORD-1205,OCN-30,Ocean Blue 30ml,1,79000,3703,4529,2000,8538,25500,79000,70768,34730,0.43962025316455694,completed
2026-05-20,Tokopedia,ORD-1206,OCN-50,Ocean Blue 50ml,1,119000,6289,7381,2000,5046,38000,119000,105330,60284,0.5065882352941177,completed
2026-05-20,Tokopedia,ORD-1207,OCN-30,Ocean Blue 30ml,1,79000,5848,4912,1200,9695,25500,79000,68240,31845,0.4031012658227848,completed
2026-05-20,Shopee,ORD-1208,RGE-35,Rouge 540 35ml,1,99000,10137,5666,1200,6330,32000,99000,83197,43667,0.4410808080808081,completed
2026-05-20,Tokopedia,ORD-1209,OCN-50,Ocean Blue 50ml,2,119000,11451,13223,4000,28661,38000,238000,213326,104665,0.4397689075630252,completed
2026-05-20,Tokopedia,ORD-1210,MSK-30,Musk White 30ml,1,85000,7416,7670,1200,5242,28000,85000,69914,35472,0.4173176470588235,completed
2026-05-20,TikTok Shop,ORD-1211,OCN-30,Ocean Blue 30ml,1,79000,2793,5892,1500,10042,25500,79000,70315,33273,0.42117721518987344,completed
2026-05-21,Tokopedia,ORD-1212,OCN-50,Ocean Blue 50ml,1,119000,10558,11080,1500,14183,38000,119000,97362,43679,0.3670504201680672,completed
2026-05-21,Shopee,ORD-1213,RGE-35,Rouge 540 35ml,1,99000,10938,5853,1200,7064,32000,99000,82209,41945,0.42368686868686867,completed
2026-05-21,Shopee,ORD-1214,VNL-30,Vanilla Sweet 30ml,1,75000,6021,6869,1200,5647,24500,75000,62110,30763,0.41017333333333333,completed
2026-05-21,TikTok Shop,ORD-1215,OCN-30,Ocean Blue 30ml,2,79000,13921,11538,4000,8263,25500,158000,132541,69278,0.43846835443037974,completed
2026-05-21,Shopee,ORD-1216,RGE-35,Rouge 540 35ml,2,99000,23435,17601,2400,16878,32000,198000,156964,73686,0.3721515151515152,completed
2026-05-21,Tokopedia,ORD-1217,SAV-50,Sauvage Night 50ml,3,129000,32705,27581,3600,40080,42000,387000,326714,157034,0.40577260981912144,completed
2026-05-21,Shopee,ORD-1218,OCN-50,Ocean Blue 50ml,1,119000,7262,8135,1500,14930,38000,119000,103603,49173,0.413218487394958,shipped
2026-05-21,Shopee,ORD-1219,RGE-35,Rouge 540 35ml,1,99000,6140,7597,1200,10081,32000,99000,85263,41982,0.4240606060606061,completed
2026-05-21,TikTok Shop,ORD-1220,OCN-50,Ocean Blue 50ml,1,119000,14146,10371,1500,8762,38000,119000,94483,46221,0.38841176470588235,completed
2026-05-21,Shopee,ORD-1221,SAV-50,Sauvage Night 50ml,2,129000,19574,18284,3000,16016,42000,258000,220142,117126,0.4539767441860465,completed
2026-05-21,Shopee,ORD-1222,OCN-30,Ocean Blue 30ml,1,79000,5392,7462,2000,4337,25500,79000,66146,34309,0.43429113924050633,completed
2026-05-21,Shopee,ORD-1223,RGE-35,Rouge 540 35ml,1,99000,5929,6783,1500,11485,32000,99000,86288,41303,0.4172020202020202,completed
2026-05-21,Shopee,ORD-1224,MSK-30,Musk White 30ml,1,85000,4817,4731,1500,4969,28000,85000,75452,40983,0.48215294117647056,completed
2026-05-21,Shopee,ORD-1225,MSK-30,Musk White 30ml,2,85000,5924,14116,2400,20763,28000,170000,149960,70797,0.4164529411764706,returned
2026-05-21,Tokopedia,ORD-1226,VNL-30,Vanilla Sweet 30ml,1,75000,5074,5326,2000,8697,24500,75000,64600,29403,0.39204,completed
2026-05-21,Shopee,ORD-1227,OCN-30,Ocean Blue 30ml,2,79000,6254,11000,3000,10076,25500,158000,140746,76670,0.48525316455696205,completed
2026-05-21,Tokopedia,ORD-1228,OCN-50,Ocean Blue 50ml,1,119000,10019,7125,1200,12932,38000,119000,101856,49724,0.4178487394957983,completed
2026-05-21,Shopee,ORD-1229,RGE-35,Rouge 540 35ml,2,99000,12620,16415,3000,6534,32000,198000,168965,95431,0.4819747474747475,completed
2026-05-21,Tokopedia,ORD-1230,SAV-50,Sauvage Night 50ml,1,129000,8753,9297,2000,13624,42000,129000,110950,53326,0.4133798449612403,completed
2026-05-21,TikTok Shop,ORD-1231,RGE-35,Rouge 540 35ml,1,99000,3316,7396,1200,2975,32000,99000,88288,52113,0.5263939393939394,completed
2026-05-21,TikTok Shop,ORD-1232,OCN-50,Ocean Blue 50ml,1,119000,10399,10501,2000,6054,38000,119000,98100,52046,0.4373613445378151,completed
2026-05-21,Tokopedia,ORD-1233,SAV-50,Sauvage Night 50ml,1,129000,8743,8367,2000,8847,42000,129000,111890,59043,0.45769767441860465,completed
2026-05-21,TikTok Shop,ORD-1234,OCN-30,Ocean Blue 30ml,1,79000,3147,4599,2000,2714,25500,79000,71254,41040,0.5194936708860759,completed
2026-05-21,Shopee,ORD-1235,SAV-50,Sauvage Night 50ml,1,129000,9053,8563,2000,9925,42000,129000,111384,57459,0.4454186046511628,completed
2026-05-21,Shopee,ORD-1236,OCN-30,Ocean Blue 30ml,1,79000,6960,4946,1500,4736,25500,79000,67094,35358,0.44756962025316455,completed
2026-05-21,Tokopedia,ORD-1237,OCN-30,Ocean Blue 30ml,1,79000,4069,6786,1200,9903,25500,79000,68145,31542,0.39926582278481015,completed
2026-05-21,Shopee,ORD-1238,MSK-30,Musk White 30ml,1,85000,8105,6768,2000,10176,28000,85000,70127,29951,0.35236470588235297,completed
2026-05-21,Shopee,ORD-1239,VNL-30,Vanilla Sweet 30ml,1,75000,8871,5968,1200,7173,24500,75000,60161,27288,0.36384,completed
2026-05-21,Shopee,ORD-1240,VNL-30,Vanilla Sweet 30ml,2,75000,6598,13258,2400,4661,24500,150000,130144,74083,0.49388666666666664,completed
2026-05-21,TikTok Shop,ORD-1241,RGE-35,Rouge 540 35ml,1,99000,5334,6592,2000,4311,32000,99000,87074,48763,0.4925555555555556,completed
2026-05-21,Shopee,ORD-1242,MSK-30,Musk White 30ml,1,85000,9626,5541,1200,3159,28000,85000,69833,37474,0.4408705882352941,completed
2026-05-21,Shopee,ORD-1243,OCN-30,Ocean Blue 30ml,3,79000,22067,22333,6000,9788,25500,237000,192600,100312,0.42325738396624474,completed
2026-05-21,TikTok Shop,ORD-1244,RGE-35,Rouge 540 35ml,2,99000,15825,15007,2400,8741,32000,198000,167168,92027,0.4647828282828283,completed
2026-05-21,Shopee,ORD-1245,OCN-50,Ocean Blue 50ml,1,119000,4792,9728,1500,11529,38000,119000,104480,53451,0.44916806722689073,completed
2026-05-21,TikTok Shop,ORD-1246,OCN-30,Ocean Blue 30ml,1,79000,3787,5074,2000,4674,25500,79000,70139,37965,0.4805696202531646,completed
2026-05-21,Shopee,ORD-1247,OCN-50,Ocean Blue 50ml,1,119000,4249,7826,2000,12631,38000,119000,106925,54294,0.45625210084033613,completed
2026-05-21,TikTok Shop,ORD-1248,OCN-50,Ocean Blue 50ml,2,119000,13736,18468,2400,22180,38000,238000,205796,105216,0.4420840336134454,completed
2026-05-21,TikTok Shop,ORD-1249,OCN-30,Ocean Blue 30ml,1,79000,4852,5275,2000,9126,25500,79000,68873,32247,0.4081898734177215,completed
2026-05-21,Tokopedia,ORD-1250,OCN-30,Ocean Blue 30ml,2,79000,7404,13417,4000,16487,25500,158000,137179,65692,0.4157721518987342,completed
2026-05-21,Shopee,ORD-1251,SAV-50,Sauvage Night 50ml,1,129000,13099,11096,1500,8140,42000,129000,104805,53165,0.41213178294573644,completed
2026-05-21,Shopee,ORD-1252,OCN-50,Ocean Blue 50ml,2,119000,10973,16367,4000,26584,38000,238000,210660,104076,0.43729411764705883,completed
2026-05-21,Tokopedia,ORD-1253,OCN-30,Ocean Blue 30ml,1,79000,8698,7321,2000,3639,25500,79000,62981,31842,0.4030632911392405,completed
2026-05-21,Tokopedia,ORD-1254,MSK-30,Musk White 30ml,1,85000,2790,5423,1200,3259,28000,85000,76787,44328,0.5215058823529412,completed
2026-05-21,Tokopedia,ORD-1255,RGE-35,Rouge 540 35ml,1,99000,6380,8351,2000,12283,32000,99000,84269,37986,0.3836969696969697,completed
2026-05-21,Shopee,ORD-1256,OCN-30,Ocean Blue 30ml,1,79000,8389,6436,2000,5206,25500,79000,64175,31469,0.39834177215189875,shipped
2026-05-21,Tokopedia,ORD-1257,RGE-35,Rouge 540 35ml,2,99000,19265,17090,3000,11802,32000,198000,161645,82843,0.4183989898989899,completed
2026-05-21,Tokopedia,ORD-1258,OCN-30,Ocean Blue 30ml,1,79000,5479,4483,2000,6906,25500,79000,69038,34632,0.43837974683544306,completed
2026-05-21,Shopee,ORD-1259,SAV-50,Sauvage Night 50ml,2,129000,17505,14551,2400,12153,42000,258000,225944,127391,0.49376356589147286,completed
2026-05-21,TikTok Shop,ORD-1260,VNL-30,Vanilla Sweet 30ml,2,75000,5543,10763,4000,5496,24500,150000,133694,75198,0.50132,completed
2026-05-21,Tokopedia,ORD-1261,RGE-35,Rouge 540 35ml,1,99000,11236,8404,1200,7885,32000,99000,79360,38275,0.38661616161616164,completed
2026-05-21,Tokopedia,ORD-1262,OCN-30,Ocean Blue 30ml,1,79000,8241,7005,1500,3480,25500,79000,63754,33274,0.4211898734177215,completed
2026-05-21,Shopee,ORD-1263,VNL-30,Vanilla Sweet 30ml,1,75000,6037,7060,1500,3893,24500,75000,61903,32010,0.4268,completed
2026-05-21,Shopee,ORD-1264,SAV-50,Sauvage Night 50ml,1,129000,5055,11190,2000,4085,42000,129000,112755,64670,0.5013178294573644,completed
2026-05-21,TikTok Shop,ORD-1265,MSK-30,Musk White 30ml,2,85000,10909,10044,3000,13074,28000,170000,149047,76973,0.45278235294117647,completed
2026-05-21,Shopee,ORD-1266,RGE-35,Rouge 540 35ml,1,99000,8895,6349,2000,6730,32000,99000,83756,43026,0.4346060606060606,shipped
2026-05-21,Shopee,ORD-1267,RGE-35,Rouge 540 35ml,1,99000,7615,8315,2000,4467,32000,99000,83070,44603,0.4505353535353535,completed
2026-05-21,Shopee,ORD-1268,RGE-35,Rouge 540 35ml,1,99000,9109,6991,1200,6865,32000,99000,82900,42835,0.43267676767676766,completed
2026-05-21,TikTok Shop,ORD-1269,MSK-30,Musk White 30ml,1,85000,9102,6218,1500,5709,28000,85000,69680,34471,0.40554117647058824,completed
2026-05-21,Tokopedia,ORD-1270,SAV-50,Sauvage Night 50ml,1,129000,10908,9822,1200,16401,42000,129000,108270,48669,0.37727906976744185,completed
2026-05-21,TikTok Shop,ORD-1271,MSK-30,Musk White 30ml,1,85000,6176,7362,1500,7760,28000,85000,71462,34202,0.4023764705882353,completed
2026-05-21,Tokopedia,ORD-1272,OCN-30,Ocean Blue 30ml,1,79000,3440,4348,2000,7326,25500,79000,71212,36386,0.4605822784810127,completed
2026-05-21,Tokopedia,ORD-1273,VNL-30,Vanilla Sweet 30ml,3,75000,13003,17513,6000,15800,24500,225000,194484,99184,0.44081777777777775,shipped
2026-05-21,Shopee,ORD-1274,RGE-35,Rouge 540 35ml,1,99000,9383,7149,1500,8343,32000,99000,82468,40625,0.41035353535353536,completed
2026-05-21,Tokopedia,ORD-1275,RGE-35,Rouge 540 35ml,2,99000,12108,15132,3000,25569,32000,198000,170760,78191,0.3949040404040404,completed
2026-05-21,Tokopedia,ORD-1276,RGE-35,Rouge 540 35ml,1,99000,5284,7804,1200,8769,32000,99000,85912,43943,0.44386868686868686,completed
2026-05-21,Shopee,ORD-1277,OCN-50,Ocean Blue 50ml,1,119000,6978,7855,2000,12266,38000,119000,104167,51901,0.43614285714285717,completed
2026-05-21,Tokopedia,ORD-1278,OCN-30,Ocean Blue 30ml,1,79000,5240,5924,2000,5639,25500,79000,67836,34697,0.4392025316455696,completed
2026-05-21,Shopee,ORD-1279,RGE-35,Rouge 540 35ml,1,99000,4320,7258,2000,8023,32000,99000,87422,45399,0.4585757575757576,completed
2026-05-21,Shopee,ORD-1280,MSK-30,Musk White 30ml,2,85000,6333,12224,3000,16363,28000,170000,151443,76080,0.4475294117647059,returned
2026-05-21,Shopee,ORD-1281,OCN-30,Ocean Blue 30ml,3,79000,17241,20260,4500,19965,25500,237000,199499,98534,0.41575527426160336,completed
2026-05-21,Tokopedia,ORD-1282,RGE-35,Rouge 540 35ml,1,99000,3321,6727,1500,5002,32000,99000,88952,50450,0.5095959595959596,completed
2026-05-21,Tokopedia,ORD-1283,RGE-35,Rouge 540 35ml,1,99000,11595,7615,1500,4655,32000,99000,79790,41635,0.42055555555555557,completed
2026-05-21,Tokopedia,ORD-1284,VNL-30,Vanilla Sweet 30ml,2,75000,6534,9948,2400,15084,24500,150000,133518,67034,0.4468933333333333,completed
2026-05-21,Shopee,ORD-1285,OCN-30,Ocean Blue 30ml,1,79000,7335,6517,1500,4997,25500,79000,65148,33151,0.41963291139240505,completed
2026-05-21,Shopee,ORD-1286,VNL-30,Vanilla Sweet 30ml,1,75000,6773,4958,2000,4470,24500,75000,63269,32299,0.43065333333333333,completed
2026-05-21,Shopee,ORD-1287,OCN-50,Ocean Blue 50ml,1,119000,4366,6947,2000,12411,38000,119000,107687,55276,0.46450420168067225,completed
2026-05-21,Tokopedia,ORD-1288,RGE-35,Rouge 540 35ml,2,99000,15456,14234,2400,12912,32000,198000,168310,88998,0.4494848484848485,completed
2026-05-21,Shopee,ORD-1289,RGE-35,Rouge 540 35ml,1,99000,6283,8170,1200,9020,32000,99000,84547,42327,0.42754545454545456,completed
2026-05-21,Tokopedia,ORD-1290,VNL-30,Vanilla Sweet 30ml,1,75000,4073,6116,1200,4551,24500,75000,64811,34560,0.4608,completed
2026-05-21,TikTok Shop,ORD-1291,OCN-30,Ocean Blue 30ml,1,79000,6621,6032,1200,6266,25500,79000,66347,33381,0.4225443037974684,completed
2026-05-21,Shopee,ORD-1292,MSK-30,Musk White 30ml,1,85000,6976,7467,1500,3771,28000,85000,70557,37286,0.43865882352941177,completed
2026-05-21,TikTok Shop,ORD-1293,MSK-30,Musk White 30ml,1,85000,6875,5005,1500,9299,28000,85000,73120,34321,0.4037764705882353,completed
2026-05-21,TikTok Shop,ORD-1294,OCN-30,Ocean Blue 30ml,2,79000,12613,11287,3000,14426,25500,158000,134100,65674,0.41565822784810125,completed
2026-05-21,Tokopedia,ORD-1295,OCN-30,Ocean Blue 30ml,1,79000,8865,6786,1500,6690,25500,79000,63349,29659,0.37543037974683546,completed
2026-05-21,Shopee,ORD-1296,OCN-30,Ocean Blue 30ml,1,79000,7395,6472,1200,8397,25500,79000,65133,30036,0.3802025316455696,completed
2026-05-21,Shopee,ORD-1297,VNL-30,Vanilla Sweet 30ml,1,75000,5863,5647,1500,5826,24500,75000,63490,31664,0.42218666666666665,completed
2026-05-21,Tokopedia,ORD-1298,RGE-35,Rouge 540 35ml,1,99000,11213,8622,1500,3767,32000,99000,79165,41898,0.4232121212121212,completed
2026-05-21,TikTok Shop,ORD-1299,RGE-35,Rouge 540 35ml,1,99000,3870,9018,2000,6840,32000,99000,86112,45272,0.4572929292929293,completed
2026-05-21,TikTok Shop,ORD-1300,OCN-30,Ocean Blue 30ml,1,79000,5277,4770,1500,6425,25500,79000,68953,35528,0.44972151898734175,completed
2026-05-21,Tokopedia,ORD-1301,VNL-30,Vanilla Sweet 30ml,1,75000,7322,6251,1500,3135,24500,75000,61427,32292,0.43056,completed
2026-05-21,Tokopedia,ORD-1302,MSK-30,Musk White 30ml,1,85000,8639,5343,1500,9128,28000,85000,71018,32390,0.3810588235294118,completed
2026-05-21,Shopee,ORD-1303,OCN-30,Ocean Blue 30ml,1,79000,4407,5098,1500,9611,25500,79000,69495,32884,0.41625316455696204,completed
2026-05-21,TikTok Shop,ORD-1304,OCN-30,Ocean Blue 30ml,1,79000,4664,6596,1200,5779,25500,79000,67740,35261,0.44634177215189874,completed
2026-05-21,Shopee,ORD-1305,RGE-35,Rouge 540 35ml,2,99000,16645,15101,2400,8270,32000,198000,166254,91584,0.46254545454545454,returned
2026-05-21,TikTok Shop,ORD-1306,SAV-50,Sauvage Night 50ml,1,129000,4650,9822,1500,11731,42000,129000,114528,59297,0.45966666666666667,completed
2026-05-22,TikTok Shop,ORD-1307,OCN-30,Ocean Blue 30ml,2,79000,17958,11538,4000,16865,25500,158000,128504,56639,0.3584746835443038,completed
2026-05-22,TikTok Shop,ORD-1308,RGE-35,Rouge 540 35ml,1,99000,6636,8961,1200,7189,32000,99000,83403,43014,0.4344848484848485,completed
2026-05-22,Shopee,ORD-1309,OCN-30,Ocean Blue 30ml,2,79000,14103,8765,4000,17288,25500,158000,135132,62844,0.39774683544303796,completed
2026-05-22,TikTok Shop,ORD-1310,OCN-30,Ocean Blue 30ml,2,79000,7569,12990,3000,6102,25500,158000,137441,77339,0.4894873417721519,completed
2026-05-22,TikTok Shop,ORD-1311,OCN-30,Ocean Blue 30ml,1,79000,7417,6167,2000,3121,25500,79000,65416,34795,0.44044303797468354,completed
2026-05-22,Tokopedia,ORD-1312,OCN-30,Ocean Blue 30ml,1,79000,5252,5019,2000,6363,25500,79000,68729,34866,0.44134177215189874,completed
2026-05-22,Shopee,ORD-1313,OCN-30,Ocean Blue 30ml,1,79000,9243,5735,1200,2491,25500,79000,64022,34831,0.4408987341772152,completed
2026-05-22,TikTok Shop,ORD-1314,MSK-30,Musk White 30ml,1,85000,9166,7549,1500,8726,28000,85000,68285,30059,0.35363529411764705,completed
2026-05-22,Shopee,ORD-1315,RGE-35,Rouge 540 35ml,1,99000,6234,5746,1200,3348,32000,99000,87020,50472,0.5098181818181818,returned
2026-05-22,Tokopedia,ORD-1316,OCN-30,Ocean Blue 30ml,1,79000,7331,4680,1500,9703,25500,79000,66989,30286,0.38336708860759494,completed
2026-05-22,Shopee,ORD-1317,SAV-50,Sauvage Night 50ml,1,129000,8021,7515,2000,7412,42000,129000,113464,62052,0.4810232558139535,completed
2026-05-22,Shopee,ORD-1318,VNL-30,Vanilla Sweet 30ml,1,75000,2999,6869,1200,8288,24500,75000,65132,31144,0.4152533333333333,completed
2026-05-22,Tokopedia,ORD-1319,MSK-30,Musk White 30ml,2,85000,9785,11074,4000,11943,28000,170000,149141,77198,0.4541058823529412,completed
2026-05-22,Shopee,ORD-1320,RGE-35,Rouge 540 35ml,1,99000,11462,7946,2000,10518,32000,99000,79592,35074,0.3542828282828283,shipped
2026-05-22,Shopee,ORD-1321,RGE-35,Rouge 540 35ml,1,99000,9396,6422,1200,5477,32000,99000,83182,44505,0.4495454545454545,completed
2026-05-22,Shopee,ORD-1322,OCN-30,Ocean Blue 30ml,3,79000,7142,16953,6000,13498,25500,237000,212905,116907,0.49327848101265825,completed
2026-05-22,TikTok Shop,ORD-1323,VNL-30,Vanilla Sweet 30ml,1,75000,3226,4482,1200,7742,24500,75000,67292,33850,0.4513333333333333,completed
2026-05-22,Shopee,ORD-1324,OCN-30,Ocean Blue 30ml,1,79000,3190,4570,1200,4046,25500,79000,71240,40494,0.5125822784810127,completed
2026-05-22,TikTok Shop,ORD-1325,MSK-30,Musk White 30ml,2,85000,5977,13353,4000,11037,28000,170000,150670,79633,0.46842941176470587,completed
2026-05-22,Tokopedia,ORD-1326,RGE-35,Rouge 540 35ml,2,99000,23507,15727,2400,20786,32000,198000,158766,71580,0.3615151515151515,completed
2026-05-22,Tokopedia,ORD-1327,VNL-30,Vanilla Sweet 30ml,2,75000,13987,11317,4000,13770,24500,150000,124696,57926,0.3861733333333333,completed
2026-05-22,Shopee,ORD-1328,OCN-30,Ocean Blue 30ml,1,79000,2986,5720,1500,3499,25500,79000,70294,39795,0.5037341772151899,completed
2026-05-22,Tokopedia,ORD-1329,SAV-50,Sauvage Night 50ml,1,129000,7236,8943,1500,16437,42000,129000,112821,52884,0.409953488372093,completed
2026-05-22,Tokopedia,ORD-1330,OCN-30,Ocean Blue 30ml,1,79000,8565,5253,1500,5319,25500,79000,65182,32863,0.4159873417721519,completed
2026-05-22,Tokopedia,ORD-1331,OCN-30,Ocean Blue 30ml,1,79000,4549,5213,2000,5093,25500,79000,69238,36645,0.4638607594936709,completed
